SN,Commodity,Date,Unit,Minimum,Maximum,Average
152583,Potato Red,2019-11-03,Kg,70,75,72.5
152585,Onion Dry (Indian),2019-11-03,Kg,93,95,94
152651,Tomato Big(Nepali),2019-11-04,Kg,95,100,97.5
152655,Potato Red,2019-11-04,Kg,55,57,56
152657,Onion Dry (Indian),2019-11-04,Kg,110,115,112.5
152724,Tomato Big(Nepali),2019-11-05,Kg,85,90,87.5
152728,Potato Red,2019-11-05,Kg,50,55,52.5
152731,Onion Dry (Indian),2019-11-05,Kg,125,130,127.5
152799,Tomato Big(Nepali),2019-11-06,Kg,85,90,87.5
152803,Potato Red,2019-11-06,Kg,50,55,52.5
152806,Onion Dry (Indian),2019-11-06,Kg,120,125,122.5
152877,Tomato Big(Nepali),2019-11-07,Kg,85,90,87.5
152881,Potato Red,2019-11-07,Kg,53,55,54
152884,Onion Dry (Indian),2019-11-07,Kg,125,130,127.5
152955,Tomato Big(Nepali),2019-11-08,Kg,75,80,77.5
152959,Potato Red,2019-11-08,Kg,53,55,54
152962,Onion Dry (Indian),2019-11-08,Kg,125,127,126
153034,Tomato Big(Nepali),2019-11-09,Kg,65,70,67.5
153038,Potato Red,2019-11-09,Kg,50,52,51
153041,Onion Dry (Indian),2019-11-09,Kg,125,127,126
153113,Tomato Big(Nepali),2019-11-10,Kg,75,80,77.5
153118,Potato Red,2019-11-10,Kg,48,50,49
153121,Onion Dry (Indian),2019-11-10,Kg,125,128,126.5
153193,Tomato Big(Nepali),2019-11-11,Kg,65,70,67.5
153198,Potato Red,2019-11-11,Kg,45,50,47.5
153201,Onion Dry (Indian),2019-11-11,Kg,125,130,127.5
153273,Tomato Big(Nepali),2019-11-12,Kg,65,70,67.5
153278,Potato Red,2019-11-12,Kg,45,50,47.5
153281,Onion Dry (Indian),2019-11-12,Kg,135,140,137.5
153354,Tomato Big(Nepali),2019-11-13,Kg,65,70,67.5
153359,Potato Red,2019-11-13,Kg,45,50,47.5
153362,Onion Dry (Indian),2019-11-13,Kg,140,145,142.5
153435,Tomato Big(Nepali),2019-11-14,Kg,65,70,67.5
153440,Potato Red,2019-11-14,Kg,45,50,47.5
153443,Onion Dry (Indian),2019-11-14,Kg,145,150,147.5
153517,Tomato Big(Nepali),2019-11-15,Kg,60,70,65
153521,Potato Red,2019-11-15,Kg,45,48,46.5
153524,Onion Dry (Indian),2019-11-15,Kg,150,160,155
153600,Tomato Big(Nepali),2019-11-16,Kg,65,70,67.5
153604,Potato Red,2019-11-16,Kg,45,50,47.5
153607,Onion Dry (Indian),2019-11-16,Kg,150,160,155
153681,Tomato Big(Nepali),2019-11-17,Kg,65,70,67.5
153686,Potato Red,2019-11-17,Kg,45,48,46.5
153689,Onion Dry (Indian),2019-11-17,Kg,150,160,155
153763,Tomato Big(Nepali),2019-11-18,Kg,55,60,57.5
153768,Potato Red,2019-11-18,Kg,45,48,46.5
153771,Onion Dry (Indian),2019-11-18,Kg,150,160,155
153846,Tomato Big(Nepali),2019-11-19,Kg,50,60,55
153851,Potato Red,2019-11-19,Kg,45,47,46
153854,Onion Dry (Indian),2019-11-19,Kg,145,160,152.5
153930,Tomato Big(Nepali),2019-11-20,Kg,65,70,67.5
153935,Potato Red,2019-11-20,Kg,44,46,45
153938,Onion Dry (Indian),2019-11-20,Kg,145,155,150
154014,Tomato Big(Nepali),2019-11-21,Kg,60,70,65
154018,Potato Red,2019-11-21,Kg,44,46,45
154021,Onion Dry (Indian),2019-11-21,Kg,150,160,155
154097,Tomato Big(Nepali),2019-11-22,Kg,60,70,65
154101,Potato Red,2019-11-22,Kg,43,45,44
154104,Onion Dry (Indian),2019-11-22,Kg,150,160,155
154180,Tomato Big(Nepali),2019-11-23,Kg,50,60,55
154184,Potato Red,2019-11-23,Kg,44,46,45
154187,Onion Dry (Indian),2019-11-23,Kg,155,165,160
154263,Tomato Big(Nepali),2019-11-24,Kg,50,60,55
154267,Potato Red,2019-11-24,Kg,40,45,42.5
154270,Onion Dry (Indian),2019-11-24,Kg,175,180,177.5
154345,Tomato Big(Nepali),2019-11-25,Kg,50,60,55
154349,Potato Red,2019-11-25,Kg,43,45,44
154352,Onion Dry (Indian),2019-11-25,Kg,175,180,177.5
154428,Tomato Big(Nepali),2019-11-26,Kg,50,60,55
154432,Potato Red,2019-11-26,Kg,42,44,43
154435,Onion Dry (Indian),2019-11-26,Kg,180,200,190
154512,Tomato Big(Nepali),2019-11-27,Kg,50,60,55
154516,Potato Red,2019-11-27,Kg,44,46,45
154519,Onion Dry (Indian),2019-11-27,Kg,175,190,182.5
154596,Tomato Big(Nepali),2019-11-28,Kg,50,60,55
154600,Potato Red,2019-11-28,Kg,44,46,45
154603,Onion Dry (Indian),2019-11-28,Kg,175,190,182.5
154680,Tomato Big(Nepali),2019-11-29,Kg,50,60,55
154684,Potato Red,2019-11-29,Kg,44,46,45
154687,Onion Dry (Indian),2019-11-29,Kg,180,190,185
154764,Tomato Big(Nepali),2019-11-30,Kg,50,60,55
154768,Potato Red,2019-11-30,Kg,44,46,45
154771,Onion Dry (Indian),2019-11-30,Kg,150,160,155
154848,Tomato Big(Nepali),2019-12-01,Kg,50,60,55
154852,Potato Red,2019-12-01,Kg,45,48,46.5
154855,Onion Dry (Indian),2019-12-01,Kg,160,170,165
154930,Tomato Big(Nepali),2019-12-02,Kg,50,60,55
154934,Potato Red,2019-12-02,Kg,45,47,46
154937,Onion Dry (Indian),2019-12-02,Kg,160,170,165
155011,Tomato Big(Nepali),2019-12-03,Kg,50,60,55
155015,Potato Red,2019-12-03,Kg,46,48,47
155018,Onion Dry (Indian),2019-12-03,Kg,150,160,155
155093,Tomato Big(Nepali),2019-12-04,Kg,50,60,55
155097,Potato Red,2019-12-04,Kg,44,46,45
155100,Onion Dry (Indian),2019-12-04,Kg,170,180,175
155173,Tomato Big(Nepali),2019-12-05,Kg,50,60,55
155178,Potato Red,2019-12-05,Kg,44,46,45
155181,Onion Dry (Indian),2019-12-05,Kg,175,185,180
155254,Tomato Big(Nepali),2019-12-06,Kg,50,60,55
155260,Potato Red,2019-12-06,Kg,45,48,46.5
155263,Onion Dry (Indian),2019-12-06,Kg,175,185,180
155338,Tomato Big(Nepali),2019-12-07,Kg,60,70,65
155344,Potato Red,2019-12-07,Kg,48,50,49
155347,Onion Dry (Indian),2019-12-07,Kg,175,185,180
155420,Tomato Big(Nepali),2019-12-08,Kg,60,70,65
155426,Potato Red,2019-12-08,Kg,48,50,49
155429,Onion Dry (Indian),2019-12-08,Kg,175,185,180
155503,Tomato Big(Nepali),2019-12-09,Kg,50,60,55
155509,Potato Red,2019-12-09,Kg,45,50,47.5
155586,Tomato Big(Nepali),2019-12-10,Kg,50,60,55
155592,Potato Red,2019-12-10,Kg,50,53,51.5
155669,Tomato Big(Nepali),2019-12-11,Kg,50,60,55
155675,Potato Red,2019-12-11,Kg,50,52,51
155754,Tomato Big(Nepali),2019-12-12,Kg,60,70,65
155760,Potato Red,2019-12-12,Kg,50,52,51
155837,Tomato Big(Nepali),2019-12-13,Kg,60,70,65
155843,Potato Red,2019-12-13,Kg,50,52,51
155919,Tomato Big(Nepali),2019-12-14,Kg,60,70,65
155925,Potato Red,2019-12-14,Kg,50,52,51
156002,Tomato Big(Nepali),2019-12-15,Kg,60,70,65
156008,Potato Red,2019-12-15,Kg,52,55,53.5
156009,Onion Dry (Indian),2019-12-15,Kg,135,145,140
156085,Tomato Big(Nepali),2019-12-16,Kg,50,60,55
156091,Potato Red,2019-12-16,Kg,53,55,54
156169,Tomato Big(Nepali),2019-12-17,Kg,50,60,55
156175,Potato Red,2019-12-17,Kg,53,55,54
156177,Onion Dry (Indian),2019-12-17,Kg,175,185,180
156255,Tomato Big(Nepali),2019-12-18,Kg,50,60,55
156261,Potato Red,2019-12-18,Kg,53,55,54
156263,Onion Dry (Indian),2019-12-18,Kg,200,210,205
156340,Tomato Big(Nepali),2019-12-19,Kg,45,55,50
156346,Potato Red,2019-12-19,Kg,53,55,54
156348,Onion Dry (Indian),2019-12-19,Kg,210,220,215
156425,Tomato Big(Nepali),2019-12-20,Kg,50,60,55
156431,Potato Red,2019-12-20,Kg,55,57,56
156433,Onion Dry (Indian),2019-12-20,Kg,200,210,205
156510,Tomato Big(Nepali),2019-12-21,Kg,45,50,47.5
156516,Potato Red,2019-12-21,Kg,56,58,57
156518,Onion Dry (Indian),2019-12-21,Kg,200,210,205
156594,Tomato Big(Nepali),2019-12-22,Kg,45,50,47.5
156600,Potato Red,2019-12-22,Kg,56,58,57
156602,Onion Dry (Indian),2019-12-22,Kg,200,210,205
156678,Tomato Big(Nepali),2019-12-23,Kg,45,50,47.5
156684,Potato Red,2019-12-23,Kg,56,58,57
156686,Onion Dry (Indian),2019-12-23,Kg,190,200,195
156761,Tomato Big(Nepali),2019-12-24,Kg,45,50,47.5
156767,Potato Red,2019-12-24,Kg,56,58,57
156769,Onion Dry (Indian),2019-12-24,Kg,190,200,195
156844,Tomato Big(Nepali),2019-12-25,Kg,45,50,47.5
156850,Potato Red,2019-12-25,Kg,56,58,57
156852,Onion Dry (Indian),2019-12-25,Kg,190,200,195
156929,Tomato Big(Nepali),2019-12-26,Kg,45,50,47.5
156935,Potato Red,2019-12-26,Kg,56,58,57
156937,Onion Dry (Indian),2019-12-26,Kg,160,170,165
157013,Tomato Big(Nepali),2019-12-27,Kg,45,50,47.5
157019,Potato Red,2019-12-27,Kg,56,58,57
157021,Onion Dry (Indian),2019-12-27,Kg,160,170,165
157099,Tomato Big(Nepali),2019-12-28,Kg,45,50,47.5
157105,Potato Red,2019-12-28,Kg,50,52,51
157107,Onion Dry (Indian),2019-12-28,Kg,165,170,167.5
157184,Tomato Big(Nepali),2019-12-29,Kg,45,50,47.5
157190,Potato Red,2019-12-29,Kg,48,50,49
157192,Onion Dry (Indian),2019-12-29,Kg,160,165,162.5
157269,Tomato Big(Nepali),2019-12-30,Kg,45,50,47.5
157275,Potato Red,2019-12-30,Kg,48,50,49
157277,Onion Dry (Indian),2019-12-30,Kg,160,165,162.5
157354,Tomato Big(Nepali),2019-12-31,Kg,50,60,55
157360,Potato Red,2019-12-31,Kg,48,50,49
157362,Onion Dry (Indian),2019-12-31,Kg,160,165,162.5
157439,Tomato Big(Nepali),2020-01-01,Kg,60,65,62.5
157445,Potato Red,2020-01-01,Kg,48,50,49
157447,Onion Dry (Indian),2020-01-01,Kg,160,165,162.5
157524,Tomato Big(Nepali),2020-01-02,Kg,65,70,67.5
157530,Potato Red,2020-01-02,Kg,48,50,49
157532,Onion Dry (Indian),2020-01-02,Kg,160,165,162.5
157610,Tomato Big(Nepali),2020-01-03,Kg,75,80,77.5
157616,Potato Red,2020-01-03,Kg,48,50,49
157618,Onion Dry (Indian),2020-01-03,Kg,160,165,162.5
157696,Tomato Big(Nepali),2020-01-04,Kg,75,80,77.5
157702,Potato Red,2020-01-04,Kg,48,50,49
157704,Onion Dry (Indian),2020-01-04,Kg,160,165,162.5
157781,Tomato Big(Nepali),2020-01-05,Kg,85,90,87.5
157787,Potato Red,2020-01-05,Kg,48,50,49
157789,Onion Dry (Indian),2020-01-05,Kg,135,140,137.5
157866,Tomato Big(Nepali),2020-01-06,Kg,75,80,77.5
157872,Potato Red,2020-01-06,Kg,48,50,49
157874,Onion Dry (Indian),2020-01-06,Kg,129,133,131
157948,Tomato Big(Nepali),2020-01-07,Kg,85,90,87.5
157954,Potato Red,2020-01-07,Kg,48,50,49
157956,Onion Dry (Indian),2020-01-07,Kg,125,130,127.5
158031,Tomato Big(Nepali),2020-01-08,Kg,75,80,77.5
158037,Potato Red,2020-01-08,Kg,48,50,49
158039,Onion Dry (Indian),2020-01-08,Kg,125,130,127.5
158114,Tomato Big(Nepali),2020-01-09,Kg,75,80,77.5
158120,Potato Red,2020-01-09,Kg,45,50,47.5
158122,Onion Dry (Indian),2020-01-09,Kg,115,120,117.5
158198,Tomato Big(Nepali),2020-01-10,Kg,75,80,77.5
158204,Potato Red,2020-01-10,Kg,48,50,49
158206,Onion Dry (Indian),2020-01-10,Kg,110,115,112.5
158282,Tomato Big(Nepali),2020-01-11,Kg,75,80,77.5
158288,Potato Red,2020-01-11,Kg,45,48,46.5
158290,Onion Dry (Indian),2020-01-11,Kg,100,105,102.5
158365,Tomato Big(Nepali),2020-01-12,Kg,75,80,77.5
158371,Potato Red,2020-01-12,Kg,48,50,49
158373,Onion Dry (Indian),2020-01-12,Kg,100,110,105
158449,Tomato Big(Nepali),2020-01-13,Kg,65,70,67.5
158455,Potato Red,2020-01-13,Kg,48,50,49
158457,Onion Dry (Indian),2020-01-13,Kg,100,105,102.5
158533,Tomato Big(Nepali),2020-01-14,Kg,55,60,57.5
158539,Potato Red,2020-01-14,Kg,48,50,49
158541,Onion Dry (Indian),2020-01-14,Kg,98,100,99
158618,Tomato Big(Nepali),2020-01-15,Kg,60,65,62.5
158624,Potato Red,2020-01-15,Kg,48,50,49
158626,Onion Dry (Indian),2020-01-15,Kg,100,105,102.5
158701,Tomato Big(Nepali),2020-01-16,Kg,65,70,67.5
158707,Potato Red,2020-01-16,Kg,43,45,44
158709,Onion Dry (Indian),2020-01-16,Kg,105,110,107.5
158783,Tomato Big(Nepali),2020-01-17,Kg,55,60,57.5
158789,Potato Red,2020-01-17,Kg,48,50,49
158791,Onion Dry (Indian),2020-01-17,Kg,105,110,107.5
158866,Tomato Big(Nepali),2020-01-18,Kg,60,70,65
158873,Onion Dry (Indian),2020-01-18,Kg,110,115,112.5
158948,Tomato Big(Nepali),2020-01-19,Kg,50,60,55
158955,Onion Dry (Indian),2020-01-19,Kg,110,112,111
159030,Tomato Big(Nepali),2020-01-20,Kg,55,60,57.5
159037,Onion Dry (Indian),2020-01-20,Kg,110,115,112.5
159111,Tomato Big(Nepali),2020-01-21,Kg,45,50,47.5
159118,Onion Dry (Indian),2020-01-21,Kg,110,115,112.5
159192,Tomato Big(Nepali),2020-01-22,Kg,50,60,55
159198,Potato Red,2020-01-22,Kg,48,50,49
159200,Onion Dry (Indian),2020-01-22,Kg,110,115,112.5
159274,Tomato Big(Nepali),2020-01-23,Kg,50,60,55
159280,Potato Red,2020-01-23,Kg,48,50,49
159282,Onion Dry (Indian),2020-01-23,Kg,110,112,111
159356,Tomato Big(Nepali),2020-01-24,Kg,50,60,55
159362,Potato Red,2020-01-24,Kg,40,45,42.5
159364,Onion Dry (Indian),2020-01-24,Kg,105,110,107.5
159439,Tomato Big(Nepali),2020-01-25,Kg,50,60,55
159445,Potato Red,2020-01-25,Kg,40,42,41
159447,Onion Dry (Indian),2020-01-25,Kg,100,105,102.5
159521,Tomato Big(Nepali),2020-01-26,Kg,50,60,55
159527,Potato Red,2020-01-26,Kg,40,42,41
159529,Onion Dry (Indian),2020-01-26,Kg,115,120,117.5
159602,Tomato Big(Nepali),2020-01-27,Kg,50,60,55
159608,Potato Red,2020-01-27,Kg,40,45,42.5
159610,Onion Dry (Indian),2020-01-27,Kg,135,140,137.5
159683,Tomato Big(Nepali),2020-01-28,Kg,50,60,55
159689,Potato Red,2020-01-28,Kg,38,40,39
159691,Onion Dry (Indian),2020-01-28,Kg,125,130,127.5
159763,Tomato Big(Nepali),2020-01-29,Kg,45,50,47.5
159769,Potato Red,2020-01-29,Kg,38,40,39
159771,Onion Dry (Indian),2020-01-29,Kg,118,120,119
159843,Tomato Big(Nepali),2020-01-30,Kg,50,60,55
159849,Potato Red,2020-01-30,Kg,38,40,39
159851,Onion Dry (Indian),2020-01-30,Kg,115,120,117.5
159923,Tomato Big(Nepali),2020-01-31,Kg,50,60,55
159929,Potato Red,2020-01-31,Kg,36,38,37
159931,Onion Dry (Indian),2020-01-31,Kg,112,115,113.5
160002,Tomato Big(Nepali),2020-02-01,Kg,50,60,55
160008,Potato Red,2020-02-01,Kg,33,35,34
160010,Onion Dry (Indian),2020-02-01,Kg,110,115,112.5
160084,Tomato Big(Nepali),2020-02-02,Kg,50,60,55
160090,Potato Red,2020-02-02,Kg,33,35,34
160092,Onion Dry (Indian),2020-02-02,Kg,100,105,102.5
160166,Tomato Big(Nepali),2020-02-03,Kg,45,50,47.5
160172,Potato Red,2020-02-03,Kg,30,32,31
160174,Onion Dry (Indian),2020-02-03,Kg,100,103,101.5
160248,Tomato Big(Nepali),2020-02-04,Kg,50,60,55
160254,Potato Red,2020-02-04,Kg,30,35,32.5
160256,Onion Dry (Indian),2020-02-04,Kg,95,100,97.5
160330,Tomato Big(Nepali),2020-02-05,Kg,50,60,55
160336,Potato Red,2020-02-05,Kg,30,35,32.5
160338,Onion Dry (Indian),2020-02-05,Kg,85,90,87.5
160412,Tomato Big(Nepali),2020-02-06,Kg,45,50,47.5
160418,Potato Red,2020-02-06,Kg,30,35,32.5
160420,Onion Dry (Indian),2020-02-06,Kg,83,85,84
160493,Tomato Big(Nepali),2020-02-07,Kg,45,50,47.5
160499,Potato Red,2020-02-07,Kg,30,32,31
160501,Onion Dry (Indian),2020-02-07,Kg,80,85,82.5
160574,Tomato Big(Nepali),2020-02-08,Kg,45,50,47.5
160580,Potato Red,2020-02-08,Kg,30,32,31
160582,Onion Dry (Indian),2020-02-08,Kg,75,80,77.5
160655,Tomato Big(Nepali),2020-02-09,Kg,45,50,47.5
160661,Potato Red,2020-02-09,Kg,30,35,32.5
160663,Onion Dry (Indian),2020-02-09,Kg,72,75,73.5
160737,Tomato Big(Nepali),2020-02-10,Kg,45,50,47.5
160743,Potato Red,2020-02-10,Kg,33,35,34
160745,Onion Dry (Indian),2020-02-10,Kg,70,75,72.5
160819,Tomato Big(Nepali),2020-02-11,Kg,45,50,47.5
160825,Potato Red,2020-02-11,Kg,33,35,34
160827,Onion Dry (Indian),2020-02-11,Kg,72,75,73.5
160899,Tomato Big(Nepali),2020-02-12,Kg,45,50,47.5
160905,Potato Red,2020-02-12,Kg,35,38,36.5
160907,Onion Dry (Indian),2020-02-12,Kg,72,75,73.5
160980,Tomato Big(Nepali),2020-02-13,Kg,45,50,47.5
160986,Potato Red,2020-02-13,Kg,35,38,36.5
160988,Onion Dry (Indian),2020-02-13,Kg,70,75,72.5
161061,Tomato Big(Nepali),2020-02-14,Kg,45,50,47.5
161067,Potato Red,2020-02-14,Kg,35,38,36.5
161069,Onion Dry (Indian),2020-02-14,Kg,72,75,73.5
161145,Tomato Big(Nepali),2020-02-15,Kg,45,50,47.5
161151,Potato Red,2020-02-15,Kg,38,40,39
161153,Onion Dry (Indian),2020-02-15,Kg,72,75,73.5
161230,Tomato Big(Nepali),2020-02-16,Kg,45,50,47.5
161236,Potato Red,2020-02-16,Kg,35,37,36
161238,Onion Dry (Indian),2020-02-16,Kg,73,75,74
161315,Tomato Big(Nepali),2020-02-17,Kg,45,50,47.5
161321,Potato Red,2020-02-17,Kg,35,37,36
161323,Onion Dry (Indian),2020-02-17,Kg,72,75,73.5
161399,Tomato Big(Nepali),2020-02-18,Kg,45,50,47.5
161405,Potato Red,2020-02-18,Kg,35,37,36
161407,Onion Dry (Indian),2020-02-18,Kg,72,74,73
161483,Tomato Big(Nepali),2020-02-19,Kg,45,50,47.5
161489,Potato Red,2020-02-19,Kg,35,37,36
161491,Onion Dry (Indian),2020-02-19,Kg,70,73,71.5
161569,Tomato Big(Nepali),2020-02-20,Kg,45,50,47.5
161575,Potato Red,2020-02-20,Kg,33,35,34
161577,Onion Dry (Indian),2020-02-20,Kg,70,72,71
161655,Tomato Big(Nepali),2020-02-21,Kg,45,50,47.5
161661,Potato Red,2020-02-21,Kg,33,35,34
161663,Onion Dry (Indian),2020-02-21,Kg,72,74,73
161739,Tomato Big(Nepali),2020-02-22,Kg,45,50,47.5
161745,Potato Red,2020-02-22,Kg,33,35,34
161747,Onion Dry (Indian),2020-02-22,Kg,70,74,72
161823,Tomato Big(Nepali),2020-02-23,Kg,45,50,47.5
161829,Potato Red,2020-02-23,Kg,32,34,33
161831,Onion Dry (Indian),2020-02-23,Kg,70,72,71
161906,Tomato Big(Nepali),2020-02-24,Kg,45,50,47.5
161912,Potato Red,2020-02-24,Kg,33,35,34
161914,Onion Dry (Indian),2020-02-24,Kg,68,70,69
161988,Tomato Big(Nepali),2020-02-25,Kg,45,50,47.5
161994,Potato Red,2020-02-25,Kg,33,35,34
161996,Onion Dry (Indian),2020-02-25,Kg,68,70,69
162071,Tomato Big(Nepali),2020-02-26,Kg,45,50,47.5
162077,Potato Red,2020-02-26,Kg,33,35,34
162079,Onion Dry (Indian),2020-02-26,Kg,68,70,69
162153,Tomato Big(Nepali),2020-02-27,Kg,45,50,47.5
162159,Potato Red,2020-02-27,Kg,33,35,34
162161,Onion Dry (Indian),2020-02-27,Kg,63,65,64
162234,Tomato Big(Nepali),2020-02-28,Kg,45,50,47.5
162240,Potato Red,2020-02-28,Kg,33,35,34
162242,Onion Dry (Indian),2020-02-28,Kg,68,70,69
162315,Tomato Big(Nepali),2020-02-29,Kg,45,50,47.5
162321,Potato Red,2020-02-29,Kg,33,35,34
162323,Onion Dry (Indian),2020-02-29,Kg,68,70,69
162396,Tomato Big(Nepali),2020-03-01,Kg,70,80,75
162402,Potato Red,2020-03-01,Kg,50,60,55
162404,Onion Dry (Indian),2020-03-01,Kg,80,90,85
162477,Tomato Big(Nepali),2020-03-02,Kg,45,50,47.5
162483,Potato Red,2020-03-02,Kg,32,34,33
162485,Onion Dry (Indian),2020-03-02,Kg,66,68,67
162557,Tomato Big(Nepali),2020-03-04,Kg,45,50,47.5
162563,Potato Red,2020-03-04,Kg,30,32,31
162565,Onion Dry (Indian),2020-03-04,Kg,65,67,66
162636,Tomato Big(Nepali),2020-03-05,Kg,45,50,47.5
162642,Potato Red,2020-03-05,Kg,29,31,30
162644,Onion Dry (Indian),2020-03-05,Kg,70,72,71
162716,Tomato Big(Nepali),2020-03-06,Kg,45,50,47.5
162722,Potato Red,2020-03-06,Kg,29,31,30
162724,Onion Dry (Indian),2020-03-06,Kg,70,72,71
162797,Tomato Big(Nepali),2020-03-07,Kg,45,50,47.5
162803,Potato Red,2020-03-07,Kg,30,32,31
162805,Onion Dry (Indian),2020-03-07,Kg,70,75,72.5
162879,Tomato Big(Nepali),2020-03-08,Kg,45,50,47.5
162885,Potato Red,2020-03-08,Kg,30,32,31
162887,Onion Dry (Indian),2020-03-08,Kg,69,71,70
162962,Tomato Big(Nepali),2020-03-09,Kg,45,50,47.5
162968,Potato Red,2020-03-09,Kg,29,31,30
162970,Onion Dry (Indian),2020-03-09,Kg,69,71,70
163044,Tomato Big(Nepali),2020-03-10,Kg,45,50,47.5
163050,Potato Red,2020-03-10,Kg,29,31,30
163052,Onion Dry (Indian),2020-03-10,Kg,70,72,71
163126,Tomato Big(Nepali),2020-03-11,Kg,45,50,47.5
163132,Potato Red,2020-03-11,Kg,29,31,30
163134,Onion Dry (Indian),2020-03-11,Kg,64,66,65
163208,Tomato Big(Nepali),2020-03-12,Kg,45,50,47.5
163213,Potato Red,2020-03-12,Kg,29,31,30
163215,Onion Dry (Indian),2020-03-12,Kg,63,65,64
163290,Tomato Big(Nepali),2020-03-13,Kg,45,50,47.5
163295,Potato Red,2020-03-13,Kg,29,31,30
163297,Onion Dry (Indian),2020-03-13,Kg,63,65,64
163371,Tomato Big(Nepali),2020-03-14,Kg,45,50,47.5
163376,Potato Red,2020-03-14,Kg,29,31,30
163378,Onion Dry (Indian),2020-03-14,Kg,62,65,63.5
163451,Tomato Big(Nepali),2020-03-15,Kg,45,50,47.5
163456,Potato Red,2020-03-15,Kg,29,31,30
163458,Onion Dry (Indian),2020-03-15,Kg,63,65,64
163531,Tomato Big(Nepali),2020-03-16,Kg,45,50,47.5
163537,Potato Red,2020-03-16,Kg,29,31,30
163539,Onion Dry (Indian),2020-03-16,Kg,65,70,67.5
163612,Tomato Big(Nepali),2020-03-17,Kg,45,50,47.5
163618,Potato Red,2020-03-17,Kg,30,32,31
163620,Onion Dry (Indian),2020-03-17,Kg,50,55,52.5
163691,Tomato Big(Nepali),2020-03-18,Kg,45,50,47.5
163697,Potato Red,2020-03-18,Kg,28,30,29
163699,Onion Dry (Indian),2020-03-18,Kg,50,55,52.5
163774,Tomato Big(Nepali),2020-03-19,Kg,45,50,47.5
163780,Potato Red,2020-03-19,Kg,28,30,29
163782,Onion Dry (Indian),2020-03-19,Kg,50,52,51
163856,Tomato Big(Nepali),2020-03-20,Kg,45,50,47.5
163862,Potato Red,2020-03-20,Kg,28,30,29
163864,Onion Dry (Indian),2020-03-20,Kg,48,50,49
163939,Tomato Big(Nepali),2020-03-21,Kg,45,50,47.5
163945,Potato Red,2020-03-21,Kg,30,32,31
163947,Onion Dry (Indian),2020-03-21,Kg,44,46,45
164021,Tomato Big(Nepali),2020-03-22,Kg,45,50,47.5
164027,Potato Red,2020-03-22,Kg,33,35,34
164029,Onion Dry (Indian),2020-03-22,Kg,45,48,46.5
164102,Tomato Big(Nepali),2020-03-23,Kg,45,50,47.5
164107,Potato Red,2020-03-23,Kg,33,35,34
164109,Onion Dry (Indian),2020-03-23,Kg,48,50,49
164185,Tomato Big(Nepali),2020-03-25,Kg,45,50,47.5
164191,Potato Red,2020-03-25,Kg,33,35,34
164192,Onion Dry (Indian),2020-03-25,Kg,45,47,46
164238,Tomato Big(Nepali),2020-03-26,Kg,45,50,47.5
164244,Potato Red,2020-03-26,Kg,36,38,37
164245,Onion Dry (Indian),2020-03-26,Kg,45,47,46
164300,Tomato Big(Nepali),2020-03-27,Kg,50,55,52.5
164306,Potato Red,2020-03-27,Kg,34,36,35
164307,Onion Dry (Indian),2020-03-27,Kg,45,47,46
164371,Tomato Big(Nepali),2020-03-28,Kg,45,50,47.5
164377,Potato Red,2020-03-28,Kg,35,37,36
164378,Onion Dry (Indian),2020-03-28,Kg,45,47,46
164437,Tomato Big(Nepali),2020-03-29,Kg,45,50,47.5
164443,Potato Red,2020-03-29,Kg,35,37,36
164444,Onion Dry (Indian),2020-03-29,Kg,45,47,46
164505,Tomato Big(Nepali),2020-03-30,Kg,40,45,42.5
164511,Potato Red,2020-03-30,Kg,36,38,37
164512,Onion Dry (Indian),2020-03-30,Kg,46,48,47
164572,Tomato Big(Nepali),2020-03-31,Kg,40,45,42.5
164578,Potato Red,2020-03-31,Kg,35,37,36
164579,Onion Dry (Indian),2020-03-31,Kg,45,47,46
164638,Tomato Big(Nepali),2020-04-01,Kg,35,40,37.5
164644,Potato Red,2020-04-01,Kg,35,37,36
164645,Onion Dry (Indian),2020-04-01,Kg,45,47,46
164705,Tomato Big(Nepali),2020-04-02,Kg,40,45,42.5
164710,Potato Red,2020-04-02,Kg,35,37,36
164711,Onion Dry (Indian),2020-04-02,Kg,45,47,46
164771,Tomato Big(Nepali),2020-04-03,Kg,35,40,37.5
164776,Potato Red,2020-04-03,Kg,35,37,36
164777,Onion Dry (Indian),2020-04-03,Kg,45,47,46
164836,Tomato Big(Nepali),2020-04-04,Kg,35,40,37.5
164841,Potato Red,2020-04-04,Kg,35,37,36
164842,Onion Dry (Indian),2020-04-04,Kg,45,47,46
164899,Tomato Big(Nepali),2020-04-05,Kg,35,40,37.5
164904,Potato Red,2020-04-05,Kg,35,37,36
164905,Onion Dry (Indian),2020-04-05,Kg,40,45,42.5
164965,Potato Red,2020-04-06,Kg,35,37,36
164966,Onion Dry (Indian),2020-04-06,Kg,40,43,41.5
165027,Potato Red,2020-04-07,Kg,38,40,39
165028,Onion Dry (Indian),2020-04-07,Kg,40,42,41
165089,Potato Red,2020-04-08,Kg,38,40,39
165090,Onion Dry (Indian),2020-04-08,Kg,40,42,41
165150,Potato Red,2020-04-13,Kg,38,40,39
165151,Onion Dry (Indian),2020-04-13,Kg,38,40,39
165207,Potato Red,2020-04-14,Kg,37,39,38
165208,Onion Dry (Indian),2020-04-14,Kg,37,39,38
165259,Potato Red,2020-04-15,Kg,37,39,38
